# Gene Family	demo_Abundance-CPM
RXN-21699: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-21699: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-21701: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]	467.3169
RXN-21701: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|unclassified	467.3169
RXN-21702: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	1375.6847999999998
RXN-21702: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-21703: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-21703: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-21704: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-21704: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-21719: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21719: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21720: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21720: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21721: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21721: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21722: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21722: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21723: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21723: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21724: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21724: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21725: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21725: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21726: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]	274.762
RXN-21726: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]|unclassified	274.762
RXN-21730: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]	182.351
RXN-21730: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]|unclassified	182.351
RXN-21755: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-21755: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-21759: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-21759: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-21766: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-21766: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-21779: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-21779: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-21780: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-21780: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-21781: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-21781: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-21792: (expasy) AMBIGUOUS [2.7.2.14; 2.7.2.7]	205.523
RXN-21792: (expasy) AMBIGUOUS [2.7.2.14; 2.7.2.7]|unclassified	205.523
RXN-22: (expasy) Argininosuccinate lyase [4.3.2.1]	748.12
RXN-22: (expasy) Argininosuccinate lyase [4.3.2.1]|unclassified	748.12
RXN-2425: (expasy) Enoyl-CoA hydratase [4.2.1.17]	437.52700000000004
RXN-2425: (expasy) Enoyl-CoA hydratase [4.2.1.17]|unclassified	437.52700000000004
RXN-5341: (expasy) Beta-glucosidase [3.2.1.21]	2427.5025
RXN-5341: (expasy) Beta-glucosidase [3.2.1.21]|unclassified	2427.5025
RXN-5424: (metacyc) indole-3-glycol dehydrogenase [1.1.1.1]	108.544
RXN-5424: (metacyc) indole-3-glycol dehydrogenase [1.1.1.1]|unclassified	108.544
RXN-5841: (expasy) 5'-nucleotidase [3.1.3.5]	642.575
RXN-5841: (expasy) 5'-nucleotidase [3.1.3.5]|unclassified	642.575
RXN-6341: (expasy) Tetrahydrofolate synthase [6.3.2.17]	146.199
RXN-6341: (expasy) Tetrahydrofolate synthase [6.3.2.17]|unclassified	146.199
RXN-6622: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]	63.7906
RXN-6622: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18]|unclassified	63.7906
RXN-7001: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]	912.9888
RXN-7001: (expasy) Purine-nucleoside phosphorylase [2.4.2.1]|unclassified	912.9888
RXN-7253: (expasy) Inositol-phosphate phosphatase [3.1.3.25]	525.0483
RXN-7253: (expasy) Inositol-phosphate phosphatase [3.1.3.25]|unclassified	525.0483
RXN-7607: (expasy) AMBIGUOUS [3.1.3.5; 3.1.3.99]	642.575
RXN-7607: (expasy) AMBIGUOUS [3.1.3.5; 3.1.3.99]|unclassified	642.575
RXN-7609: (expasy) 5'-nucleotidase [3.1.3.5]	642.575
RXN-7609: (expasy) 5'-nucleotidase [3.1.3.5]|unclassified	642.575
RXN-7644: (metacyc) D-sorbitol 2-dehydrogenase [1.1.1.14]	197.264
RXN-7644: (metacyc) D-sorbitol 2-dehydrogenase [1.1.1.14]|unclassified	197.264
RXN-7657: (expasy) Alcohol dehydrogenase [1.1.1.1]	108.544
RXN-7657: (expasy) Alcohol dehydrogenase [1.1.1.1]|unclassified	108.544
RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	395.5294
RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	395.5294
RXN-7693: (expasy) Alcohol dehydrogenase [1.1.1.1]	108.544
RXN-7693: (expasy) Alcohol dehydrogenase [1.1.1.1]|unclassified	108.544
RXN-7694: (expasy) Alcohol dehydrogenase [1.1.1.1]	108.544
RXN-7694: (expasy) Alcohol dehydrogenase [1.1.1.1]|unclassified	108.544
RXN-7700: (expasy) Alcohol dehydrogenase [1.1.1.1]	108.544
RXN-7700: (expasy) Alcohol dehydrogenase [1.1.1.1]|unclassified	108.544
RXN-7706: (expasy) Alcohol dehydrogenase [1.1.1.1]	108.544
RXN-7706: (expasy) Alcohol dehydrogenase [1.1.1.1]|unclassified	108.544
RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]	395.5294
RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]|unclassified	395.5294
RXN-7716: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]	518.3096
RXN-7716: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]|unclassified	518.3096
RXN-7719: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]	518.3096
RXN-7719: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]|unclassified	518.3096
RXN-7737: (expasy) LL-diaminopimelate aminotransferase [2.6.1.83]	504.053
RXN-7737: (expasy) LL-diaminopimelate aminotransferase [2.6.1.83]|unclassified	504.053
RXN-7904: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-7904: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-7933: (expasy) Acetylornithine deacetylase [3.5.1.16]	123.709
RXN-7933: (expasy) Acetylornithine deacetylase [3.5.1.16]|unclassified	123.709
RXN-8001: (expasy) Histidinol dehydrogenase [1.1.1.23]	294.714
RXN-8001: (expasy) Histidinol dehydrogenase [1.1.1.23]|unclassified	294.714
RXN-8036: (expasy) Beta-glucosidase [3.2.1.21]	2427.5025
RXN-8036: (expasy) Beta-glucosidase [3.2.1.21]|unclassified	2427.5025
RXN-8391: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]	467.3169
RXN-8391: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|unclassified	467.3169
RXN-8457: (expasy) 2-oxoglutarate carboxylase [6.4.1.7]	83.8148
RXN-8457: (expasy) 2-oxoglutarate carboxylase [6.4.1.7]|unclassified	83.8148
RXN-8629: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]	518.3096
RXN-8629: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]|unclassified	518.3096
RXN-8631: (expasy) Fructose-bisphosphate aldolase [4.1.2.13]	773.5426
RXN-8631: (expasy) Fructose-bisphosphate aldolase [4.1.2.13]|unclassified	773.5426
RXN-8641: (expasy) Lactaldehyde reductase [1.1.1.77]	106.724
RXN-8641: (expasy) Lactaldehyde reductase [1.1.1.77]|unclassified	106.724
RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11]	384.48530000000005
RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11]|unclassified	384.48530000000005
RXN-8748: (expasy) Alkaline phosphatase [3.1.3.1]	220.388
RXN-8748: (expasy) Alkaline phosphatase [3.1.3.1]|unclassified	220.388
RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195]	338.885
RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195]|unclassified	338.885
RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]	113.651
RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]|unclassified	113.651
RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]	96.299
RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]|unclassified	96.299
RXN-8772: (expasy) Aldose reductase [1.1.1.21]	233.116
RXN-8772: (expasy) Aldose reductase [1.1.1.21]|unclassified	233.116
RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13]	565.445
RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13]|unclassified	565.445
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]	501.9012
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227]|unclassified	501.9012
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]	62.6881
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25]|unclassified	62.6881
RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]	377.14
RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]|unclassified	377.14
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]	723.9213
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1]|unclassified	723.9213
RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]	328.1132
RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]|unclassified	328.1132
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]	435.767
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]|unclassified	435.767
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]	206.97250000000003
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]|unclassified	206.97250000000003
RXN-9514: (metacyc) acetoacetyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9514: (metacyc) acetoacetyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9516: (metacyc) 3-oxo-hexanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]	260.763
RXN-9516: (metacyc) 3-oxo-hexanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-9518: (metacyc) 3-hydroxyhexanoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9518: (metacyc) 3-hydroxyhexanoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9520: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-9520: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-9523: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]	260.763
RXN-9523: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-9524: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9524: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9527: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]	260.763
RXN-9527: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-9528: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9528: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9531: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]	260.763
RXN-9531: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-9532: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9532: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9533: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-9533: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-9535: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	467.3169
RXN-9535: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|unclassified	467.3169
RXN-9536: (metacyc) 3-oxo-meristoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9536: (metacyc) 3-oxo-meristoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9537: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-9537: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-9539: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]	260.763
RXN-9539: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN-9540: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9540: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9552: (metacyc) 3-oxo-petroslinoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9552: (metacyc) 3-oxo-petroslinoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9556: (metacyc) 3-oxo-cis-vaccenoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9556: (metacyc) 3-oxo-cis-vaccenoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9557: (metacyc) 3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase [4.2.1.59]	587.0914
RXN-9557: (metacyc) 3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]	288.4018
RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]|unclassified	288.4018
RXN-9623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-9623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-9632: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] synthase [2.3.1.41]	260.763
RXN-9632: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] synthase [2.3.1.41]|unclassified	260.763
RXN-9633: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] reductase [1.1.1.100]	1375.6847999999998
RXN-9633: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] reductase [1.1.1.100]|unclassified	1375.6847999999998
RXN-9634: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-9634: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9]	288.4018
RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9]|unclassified	288.4018
RXN-9644: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-9644: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-9648: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	260.763
RXN-9648: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	260.763
RXN-9650: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	260.763
RXN-9650: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	260.763
RXN-9651: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	260.763
RXN-9651: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	260.763
RXN-9652: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	260.763
RXN-9652: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	260.763
RXN-9653: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	260.763
RXN-9653: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	260.763
RXN-9654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	260.763
RXN-9654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|unclassified	260.763
RXN-9655: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]	587.0914
RXN-9655: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59]|unclassified	587.0914
RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9]	288.4018
RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9]|unclassified	288.4018
RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9]	288.4018
RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9]|unclassified	288.4018
RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9]	288.4018
RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9]|unclassified	288.4018
RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9]	288.4018
RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9]|unclassified	288.4018
RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9]	288.4018
RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9]|unclassified	288.4018
RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9]	288.4018
RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9]|unclassified	288.4018
RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9]	288.4018
RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9]|unclassified	288.4018
RXN-9673: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]	1292.3024
RXN-9673: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]|unclassified	1292.3024
RXN-9674: (expasy) Beta-glucosidase [3.2.1.21]	2427.5025
RXN-9674: (expasy) Beta-glucosidase [3.2.1.21]|unclassified	2427.5025
RXN-9778: (expasy) N-succinylornithine carbamoyltransferase [2.1.3.11]	388.558
RXN-9778: (expasy) N-succinylornithine carbamoyltransferase [2.1.3.11]|unclassified	388.558
RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7]	644.187
RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7]|unclassified	644.187
RXN-982: (expasy) Arsenate reductase (glutathione/glutaredoxin) [1.20.4.1]	272.793
RXN-982: (expasy) Arsenate reductase (glutathione/glutaredoxin) [1.20.4.1]|unclassified	272.793
RXN-9929: (expasy) Dihydroorotate oxidase (fumarate) [1.3.98.1]	295.53180000000003
RXN-9929: (expasy) Dihydroorotate oxidase (fumarate) [1.3.98.1]|unclassified	295.53180000000003
RXN-9935: (expasy) Mannosylfructose-phosphate synthase [2.4.1.246]	159.259
RXN-9935: (expasy) Mannosylfructose-phosphate synthase [2.4.1.246]|unclassified	159.259
RXN-9939: (expasy) Diamine N-acetyltransferase [2.3.1.57]	210.192
RXN-9939: (expasy) Diamine N-acetyltransferase [2.3.1.57]|unclassified	210.192
RXN-9952: (expasy) Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) [1.1.1.44]	232.661
RXN-9952: (expasy) Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) [1.1.1.44]|unclassified	232.661
RXN-9985: (expasy) Beta-fructofuranosidase [3.2.1.26]	230.665
RXN-9985: (expasy) Beta-fructofuranosidase [3.2.1.26]|unclassified	230.665
RXN0-1132: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]	518.3096
RXN0-1132: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4]|unclassified	518.3096
RXN0-1321: (expasy) tRNA-guanosine(34) preQ(1) transglycosylase [2.4.2.29]	419.365
RXN0-1321: (expasy) tRNA-guanosine(34) preQ(1) transglycosylase [2.4.2.29]|unclassified	419.365
RXN0-1342: (expasy) S-adenosylmethionine:tRNA ribosyltransferase-isomerase [2.4.99.17]	1371.5589
RXN0-1342: (expasy) S-adenosylmethionine:tRNA ribosyltransferase-isomerase [2.4.99.17]|unclassified	1371.5589
RXN0-1483: (expasy) Ferroxidase [1.16.3.1]	194.578
RXN0-1483: (expasy) Ferroxidase [1.16.3.1]|unclassified	194.578
RXN0-1602: (expasy) XTP/dITP diphosphatase [3.6.1.66]	408.909
RXN0-1602: (expasy) XTP/dITP diphosphatase [3.6.1.66]|unclassified	408.909
RXN0-1603: (expasy) XTP/dITP diphosphatase [3.6.1.66]	408.909
RXN0-1603: (expasy) XTP/dITP diphosphatase [3.6.1.66]|unclassified	408.909
RXN0-1863: (expasy) AMBIGUOUS [2.6.1.87; 2.6.1.92]	153.554
RXN0-1863: (expasy) AMBIGUOUS [2.6.1.87; 2.6.1.92]|unclassified	153.554
RXN0-20: (expasy) Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase [2.5.1.145]	299.18399999999997
RXN0-20: (expasy) Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase [2.5.1.145]|unclassified	299.18399999999997
RXN0-2023: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]	881.741
RXN0-2023: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13]|unclassified	881.741
RXN0-2141: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]	260.763
RXN0-2141: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41]|unclassified	260.763
RXN0-2142: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]	1375.6847999999998
